,0,1,2,3,4,5,6,7,8,9
0,0.562107006826108,0.5623609606322194,0.5374741986455409,0.518903010234356,0.5198154607473671,0.5599959706306983,0.5017986410786616,0.5206143218320284,0.5158106094269151,0.5366765305722392
