,0,1,2,3,4,5,6,7,8,9
0,0.5975099268009341,0.58800490938295,0.618095328442372,0.6445788829053768,0.6143692934476425,0.6015301986314406,0.6785919308087581,0.6423972900071945,0.6214697078169197,0.6292151699306616
